Smartphone,Brand,Model,RAM,Storage,Color,Free,Final Price
XiaomiRedmiNote11Pro5G8128GBGrisLibre,Xiaomi,11Pro,8,128,Gray,Yes,3790
MotorolaMotoE22464GBNegroLibre,Motorola,MotoE22,4,64,Black,Yes,14393
SamsungGalaxyA14464GBPlataLibre,Samsung,GalaxyA14,4,64,Silver,Yes,15995
OppoA968128GBNegroLibre,OPPO,A96,8,128,Black,Yes,1990
SamsungGalaxyZFlip48128GBGrisCargadordePared25W,Samsung,GalaxyZFlip4,8,128,Gray,No,10990
SamsungGalaxyS23Plus512GBVerdeLibreCargador25W,Samsung,GalaxyS23,,512,Green,Yes,12490
AppleiPhone8256GBGrisEspacialLibre,Apple,iPhone8,,256,Gray,Yes,18999
AppleiPhone12ProMax128GBOroLibre,Apple,iPhone12,,128,Gold,Yes,6940
AppleiPhone1264GBNegroLibre,Apple,iPhone12,,64,Black,Yes,8090
AppleiPhone13Mini256GBAzulLibre,Apple,iPhone13,,256,Blue,Yes,9290
AppleiPhone13Pro128GBOroLibre,Apple,iPhone13,,128,Gold,Yes,11590
XiaomiRedmi1020224128GBAzulLibre,Xiaomi,Redmi10,4,128,Blue,Yes,19999
BlackShark5Pro8128GB5GNegroLibre,Xiaomi,Shark5,8,128,Black,Yes,8190
AppleiPhone13Mini512GBRosaLibre,Apple,iPhone13,,512,Pink,Yes,11590
TCL30Plus4128GBAzulLibre,TCL,30,4,128,Blue,Yes,20499
XiaomiMi9Lite664GBAzulBorealLibre,Xiaomi,Mi9,6,64,Blue,Yes,30659
AppleiPhone13512GBAzulLibre,Apple,iPhone13,,512,Blue,Yes,12390
OppoA54s4128GBNegroLibre,OPPO,A54s,4,128,Black,Yes,1840
OPPOFindX3Lite8128GBNegroLibre,OPPO,X3,8,128,Black,Yes,4690
OPPOA775G464GBNegroLibre,OPPO,A77,4,64,Black,Yes,44223
XiaomiRedmi9C4128GBGrisLibre,Xiaomi,Redmi9C,4,128,Gray,Yes,12995
OPPOFindX5Pro5G12256GBNegroLibre,OPPO,X5Pro,12,256,Black,Yes,12990
XiaomiMi11i5G8256GBNegroLibre,Xiaomi,Mi11i,8,256,Black,Yes,2340
XiaomiRedmiNote12Pro5G6128GBAzulLibre,Xiaomi,RedmiNote12,6,128,Blue,Yes,37999
AppleiPhone11ProMax256GBGrisEspacialLibre,Apple,11Pro,,256,Gray,Yes,5890
AppleiPhoneXSMax256GbGrisEspacialLibre,Apple,iPhoneXS,,256,Gray,Yes,3880
HuaweiP30Pro8128GBBlackLibre,Huawei,P30,8,128,Black,Yes,84958
CubotP808256GBMoradoLibre,Cubot,P80,8,256,Purple,Yes,2290
SamsungGalaxyNote10Plus256GBBlancoLibre,Samsung,GalaxyNote10,,256,White,Yes,81078
SamsungGalaxyA504128GBNegroLibre,Samsung,GalaxyA50,4,128,Black,Yes,24901
ZTEBladeA31Lite32GBGrisLibre,ZTE,BladeA31,,32,Gray,Yes,6046
ZTEBladeA52Lite232GBGrisLibre,ZTE,BladeA52,2,32,Gray,Yes,1090
UlefoneArmorX9Pro464GBRojoLibre,Ulefone,ArmorX9,4,64,Red,Yes,16999
XiaomiRedmiNote11464GBAzulOcasoLibre,Xiaomi,RedmiNote11,4,64,Blue,Yes,18999
OPPOReno6Pro5G12256GBAzulLibre,OPPO,Reno6,12,256,Blue,Yes,7990
CubotP808256GBAzulLibre,Cubot,P80,8,256,Blue,Yes,2290
XiaomiRedmi102022464GBAzulLibre,Xiaomi,Redmi10,4,64,Blue,Yes,15653
XiaomiRedmiNote10Pro8128GBAzulLibre,Xiaomi,RedmiNote10,8,128,Blue,Yes,3490
AppleiPhone12Mini128GBNegroLibre,Apple,iPhone12,,128,Black,Yes,7390
GooglePixel6A6128GBVerdeSalviaLibre,Google,Pixel6A,6,128,Green,Yes,4250
OppoA545G464GBNegroLibre,OPPO,A54,4,64,Black,Yes,2690
AppleiPhone13512GBVerdeAlpinoLibre,Apple,iPhone13,,512,Green,Yes,12590
AppleiPhone14Pro512GBMoradoOscuroLibre,Apple,iPhone14,,512,Purple,Yes,17090
OPPOA16s464GBNegroLibre,OPPO,A16s,4,64,Black,Yes,1890
SamsungGalaxyA13332GBAzulLibre,Samsung,GalaxyA13,3,32,Blue,Yes,1460
SamsungGalaxyA535G6128GBNaranjaLibre,Samsung,GalaxyA53,6,128,Orange,Yes,3900
Xiaomi12Lite8128GBVerdeLibre,Xiaomi,12,8,128,Green,Yes,36304
AppleiPhone12Mini128GBBlancoLibre,Apple,iPhone12,,128,White,Yes,7390
OPPOFindX55G8256GBBlancoLibre,OPPO,X5,8,256,White,Yes,9990
XiaomiRedmi12C332GBVerdeLibre,Xiaomi,Redmi12C,3,32,Green,Yes,14999
XiaomiRedmiNote11Pro6128GBAzulEstelarLibre,Xiaomi,11Pro,6,128,Blue,Yes,34999
AppleiPhone11ProMax256GBPlataLibre,Apple,11Pro,,256,Silver,Yes,5890
SamsungGalaxyNote10Lite6128GBAuraBlack,Samsung,GalaxyNote10,6,128,Black,No,2190
XiaomiRedmiNote9T4128GBNegroLibre,Xiaomi,RedmiNote9T,4,128,Black,Yes,35998
AppleiPhone11Pro64GBGrisEspacialLibre,Apple,11Pro,,64,Gray,Yes,4130
Xiaomi11T5G8128GBGrisLibre,Xiaomi,11T,8,128,Gray,Yes,44899
XiaomiMi8Lite4GB64GBDualSimNegroLibre,Xiaomi,Mi8,,4,Black,Yes,19487
AppleiPhone11ProMax64GBGrisEspacialLibre,Apple,11Pro,,64,Gray,Yes,4870
AppleiPhoneX64GBGrisEspacialLibre,Apple,iPhoneX,,64,Gray,Yes,2690
RealmeGTNeo25G12256GBNegroLibre,Realme,GTNeo2,12,256,Black,Yes,55395
SamsungGalaxyA13A1374128GBNegroLibre,Samsung,GalaxyA13,4,128,Black,Yes,1990
CubotP808256GBNegroLibre,Cubot,P80,8,256,Black,Yes,2290
SamsungGalaxyA335G6128GBAzulLibre,Samsung,GalaxyA33,6,128,Blue,Yes,3590
XiaomiRedmi105G4128GBVerdeLibre,Xiaomi,Redmi10,4,128,Green,Yes,17995
XiaomiRedmi9A232GBVerdeLibre,Xiaomi,Redmi9A,2,32,Green,Yes,8599
SamsungGalaxyA41464GBNegroLibre,Samsung,GalaxyA41,4,64,Black,Yes,1400
SamsungGalaxyS108128GBVerdeLibre,Samsung,GalaxyS10,8,128,Green,Yes,2140
AppleiPhone1164GBMalvaLibre,Apple,iPhone11,,64,Purple,Yes,5890
POCOF5Pro5G8256GBNegroLibre,POCO,F5,8,256,Black,Yes,57999
MotorolaMotoG526128GBCharcoalGreyLibre,Motorola,MotoG52,6,128,Gold,Yes,18831
AppleiPhone13ProMax512GBVerdeAlpinoLibre,Apple,iPhone13,,512,Green,Yes,16090
AppleiPhoneXR64GBAmarilloLibre,Apple,iPhoneXR,,64,Yellow,Yes,2690
SamsungGalaxyZFold412256GBBeigeLibreCargadordePared25W,Samsung,GalaxyZFold4,12,256,White,Yes,17990
AppleiPhone12Mini128GBPRODUCTREDLibre,Apple,iPhone12,,128,Red,Yes,7390
CubotX7012256GBSpaceBlackLibre,Cubot,X70,12,256,Black,Yes,24995
OppoA745G6128GBPlataLibre,OPPO,A74,6,128,Silver,Yes,3190
SamsungGalaxyS23Ultra1TBNegroLibre,Samsung,GalaxyS23,,1000,Black,Yes,14100
AppleiPhone1264GBPrpuraLibre,Apple,iPhone12,,64,Purple,Yes,7990
Xiaomi138256GBBlancoLibre,Xiaomi,13,8,256,White,Yes,98229
XiaomiPocoPhoneF35G8256GBBlancorticoLibre,Xiaomi,PocoPhoneF3,8,256,White,Yes,3690
AppleiPhone13Mini256GBRosaLibre,Apple,iPhone13,,256,Pink,Yes,9290
OPPOFindX5Lite5G8256GBNegroLibreCableUSB31TypeC,OPPO,X5,8,256,Black,Yes,4990
AppleiPhone11128GBBlancoLibre,Apple,iPhone11,,128,White,Yes,42901
AppleiPhone14ProMax1TBMoradoOscuroLibre,Apple,iPhone14,,1000,Purple,Yes,21190
MotorolaMotoG625G4128GBGrisLibre,Motorola,MotoG62,4,128,Gray,Yes,18698
AppleiPhone11128GBVerdeLibre,Apple,iPhone11,,128,Green,Yes,6390
SamsungGalaxyA535G6128GBAzulLibre,Samsung,GalaxyA53,6,128,Blue,Yes,3990
SamsungGalaxyA525G128GbNegroLibre,Samsung,GalaxyA52,,128,Black,Yes,4000
SamsungGalaxyZFold412512GBVerdeLibreCargadordePared25W,Samsung,GalaxyZFold4,12,512,Green,Yes,19190
SamsungGalaxyA13464GBNegroLibre,Samsung,GalaxyA13,4,64,Black,Yes,18999
TCL305i232GBNegroLibre,TCL,305i,2,32,Black,Yes,8063
XiaomiRedmi10C364GBAzulLibre,Xiaomi,Redmi10C,3,64,Blue,Yes,10794
SamsungGalaxyS21FE5G6128GBGrisLibre,Samsung,GalaxyS21,6,128,Gray,Yes,7590
SamsungGalaxyS20FE5G8256GBLavandaLibre,Samsung,GalaxyS20,8,256,Blue,Yes,65453
Xiaomi13Pro12256GBBlancoLibre,Xiaomi,13,12,256,White,Yes,13388
SamsungGalaxyA40464GBNegroLibre,Samsung,GalaxyA40,4,64,Black,Yes,26161
SamsungGalaxyS21FE5G8256GBVioletaLibre,Samsung,GalaxyS21,8,256,Purple,Yes,80604
OPPOReno85G8256GBNegroLibre,OPPO,Reno8,8,256,Black,Yes,39113
SamsungGalaxyNote20Ultra5G12256GBMysticBlackLibre,Samsung,GalaxyNote20,12,256,Black,Yes,5170
AppleiPhone13Pro256GBAzulSierraLibre,Apple,iPhone13,,256,Blue,Yes,12790
XiaomiRedmi9C232GBGrisLibre,Xiaomi,Redmi9C,2,32,Gray,Yes,17001
GooglePixel4a6128GBNegroLibre,Google,Pixel4a,6,128,Black,Yes,2450
OPPOA764128GBGlowingBlackLibreCableUSB31TypeC,OPPO,A76,4,128,Black,Yes,2390
SamsungGalaxyA135G4128GBAzulLibreVersinImportadaEU,Samsung,GalaxyA13,4,128,Blue,Yes,19995
AppleiPhone13512GBBlancoEstrellaLibre,Apple,iPhone13,,512,White,Yes,12490
AppleiPhone13Mini256GBVerdeAlpinoLibre,Apple,iPhone13,,256,Green,Yes,9290
AppleiPhone13Mini512GBPRODUCTREDLibre,Apple,iPhone13,,512,Red,Yes,11590
SamsungGalaxyS23128GBVerdeLibre,Samsung,GalaxyS23,,128,Green,Yes,7290
SamsungGalaxyZFold412256GBNegroLibreCargadordePared25W,Samsung,GalaxyZFold4,12,256,Black,Yes,17990
Xiaomi12T8256GBAzulLibre,Xiaomi,12T,8,256,Blue,Yes,5020
RealmeGTNeo35G12256GBAzulLibre,Realme,GTNeo3,12,256,Blue,Yes,6990
AppleiPhone7256GBNegroBrillanteLibre,Apple,iPhone7,,256,Black,Yes,1800
Honor705G8256GBVerdeLibre,Honor,70,8,256,Green,Yes,70284
AppleiPhone14256GBAmarilloLibre,Apple,iPhone14,,256,Yellow,Yes,11390
AppleiPhone8Plus64GbDoradoLibre,Apple,iPhone8,,64,Gold,Yes,1940
AppleiPhone864GbPlataLibre,Apple,iPhone8,,64,Silver,Yes,1500
POCOM45G464GBAzulLibre,POCO,M4,4,64,Blue,Yes,19999
SamsungGalaxyS21FE5G6128GBGrisGrafitoLibre,Samsung,GalaxyS21,6,128,Gray,Yes,48045
AppleiPhone8256GbPlataLibre,Apple,iPhone8,,256,Silver,Yes,18999
AppleiPhone1164GBPRODUCTREDLibre,Apple,iPhone11,,64,Red,Yes,5890
RealmeGTMasterEdition5G6128GBNegroLibre,Realme,GTMasterEdition,6,128,Black,Yes,3516
SamsungGalaxyS20Plus8128GBCosmicBlackLibre,Samsung,GalaxyS20,8,128,Black,Yes,106347
POCOF55G12256GBAzulLibre,POCO,F5,12,256,Blue,Yes,47999
AppleiPhoneXSMax64GbGrisEspacialLibre,Apple,iPhoneXS,,64,Gray,Yes,3020
HonorMagic5Lite5G6128GBEmeraldGreenLibre,Honor,Magic5,6,128,Green,Yes,44955
BlackShark5Pro12256GB5GNegroLibre,Xiaomi,Shark5,12,256,Black,Yes,7790
SamsungGalaxyA145G4128GBNegroLibre,Samsung,GalaxyA14,4,128,Black,Yes,2090
SamsungGalaxyS10128GbBlancoPrismaLibre,Samsung,S10,,128,White,Yes,56369
XiaomiRedmi9CNFC232GBGris,Xiaomi,Redmi9C,2,32,Gray,No,9293
POCOM54128GBAmarilloLibre,POCO,M5,4,128,Yellow,Yes,20699
AppleiPhone12Pro256GBOroLibre,Apple,iPhone12,,256,Gold,Yes,6670
SamsungGalaxyS20FE6128GBRojoLibre,Samsung,GalaxyS20,6,128,Red,Yes,6490
AppleiPhone14Plus256GBAmarilloLibre,Apple,iPhone14,,256,Yellow,Yes,12890
XiaomiRedmiNote10S6128GBGrisLibre,Xiaomi,Note10S,6,128,Gray,Yes,29597
GooglePixel6Pro12128GBCarbnLibre,Google,Pixel6,12,128,Black,Yes,116696
OPPOReno8Pro5G8256GBVerdeLibre,OPPO,Reno8,8,256,Green,Yes,6990
AppleiPhone11Pro256GBPlataLibre,Apple,11Pro,,256,Silver,Yes,62702
AppleiPhone14512GBMedianocheLibre,Apple,iPhone14,,512,Black,Yes,13990
XiaomiRedmiNote11S5G4128GBNegroMedianocheLibre,Xiaomi,RedmiNote11S,4,128,Black,Yes,19995
POCOM45G464GBNegroLibre,POCO,M4,4,64,Black,Yes,19999
XiaomiPocoPhoneF35G8256GBPlataLunarLibre,Xiaomi,PocoPhoneF3,8,256,Silver,Yes,3690
XiaomiRedmi9C4128GBGrisMedianocheLibre,Xiaomi,Redmi9C,4,128,Gray,Yes,19626
OppoFindX3Neo12256GBNegroLibre,OPPO,X3,12,256,Black,Yes,8070
SamsungGalaxyZFold412256GBVerdeLibreCargadordePared25W,Samsung,GalaxyZFold4,12,256,Green,Yes,17990
XiaomiRedmi1020224128GBBlancoLibre,Xiaomi,Redmi10,4,128,White,Yes,24084
HuaweiP40Pro5G8256GBNegroLibre,Huawei,P40,8,256,Black,Yes,93857
XiaomiRedmi102022464GBGrisLibre,Xiaomi,Redmi10,4,64,Gray,Yes,21347
AppleiPhone864GbDoradoLibre,Apple,iPhone8,,64,Gold,Yes,1550
AppleiPhone12ProMax128GBGrafitoLibre,Apple,iPhone12,,128,Black,Yes,91388
AppleiPhone8256GbDoradoLibre,Apple,iPhone8,,256,Gold,Yes,1990
XiaomiRedmiA2232GBNegroLibre,Xiaomi,RedmiA2,2,32,Black,Yes,7999
RealmeC354128GBVerdeLibre,Realme,C35,4,128,Green,Yes,23463
MotorolaEdge30Neo8128GBPlataLibre,Motorola,Edge30,8,128,Silver,Yes,3990
POCOF5Pro5G8256GBBlancoLibre,POCO,F5,8,256,White,Yes,57999
SamsungGalaxyA535G6128GBBlancoLibre,Samsung,GalaxyA53,6,128,White,Yes,3990
XiaomiRedmiNote10Pro6128GBGrisLibre,Xiaomi,RedmiNote10,6,128,Gray,Yes,32796
AppleiPhone7128GBNegroMateLibre,Apple,iPhone7,,128,Black,Yes,1300
XiaomiPocoPhoneX3Pro6128GBAzulHeladoLibre,Xiaomi,X3,6,128,Blue,Yes,36171
XiaomiRedmi10A4128GBGrisLibre,Xiaomi,Redmi10A,4,128,Gray,Yes,17999
SamsungGalaxyS225G8256GBNegroLibre,Samsung,GalaxyS22,8,256,Black,Yes,7110
POCOC40464GBNegroLibre,POCO,C40,4,64,Black,Yes,1379
Honor705G8256GBNegroLibre,Honor,70,8,256,Black,Yes,4099
OPPOReno85G8256GBDoradoLibre,OPPO,Reno8,8,256,Gold,Yes,4030
AppleiPhone11256GBPRODUCTREDLibre,Apple,iPhone11,,256,Red,Yes,4690
XiaomiRedmi9A232GBAzulGlaciarLibre,Xiaomi,Redmi9A,2,32,Blue,Yes,1290
OnePlus8Pro12256GBAzulUltramarinoLibre,OnePlus,8,12,256,Blue,Yes,13330
POCOC40332GBNegroLibre,POCO,C40,3,32,Black,Yes,14999
AppleiPhone7128GBRedRojoEdicinLimitadaLibre,Apple,iPhone7,,128,Red,Yes,1300
OppoA746128GBNegroLibre,OPPO,A74,6,128,Black,Yes,2590
SamsungGalaxyS21Plus5G128GBVioletaLibre,Samsung,GalaxyS21,,128,Purple,Yes,7590
XiaomiMi11i5G8128GBNegroLibre,Xiaomi,Mi11i,8,128,Black,Yes,42901
AppleiPhone11ProMax64GBPlataLibre,Apple,11Pro,,64,Silver,Yes,50799
AppleiPhone12Pro256GBPlataLibre,Apple,iPhone12,,256,Silver,Yes,6650
HonorX8a6128GBCyanLakeLibre,Honor,X8a,6,128,Turquoise,Yes,2314
SamsungGalaxyS21FE5G6128GBVerdeLibre,Samsung,GalaxyS21,6,128,Green,Yes,7590
OppoFindX2Neo12256GB5GNegroLibre,OPPO,FindX2Neo,12,256,Black,Yes,1890
POCOF4GT12256GBPlataLibre,POCO,F4,12,256,Silver,Yes,6890
AppleiPhone11ProMax64GBVerdeMedianocheLibre,Apple,11Pro,,64,Green,Yes,4890
SamsungGalaxyS215G256GBGrisLibre,Samsung,GalaxyS21,,256,Gray,Yes,124602
HonorX74128GBNegroLibre,Honor,X7,4,128,Black,Yes,25222
SamsungGalaxyZFold412512GBNegroLibre,Samsung,GalaxyZFold4,12,512,Black,Yes,14950
AppleiPhone13Mini512GBAzulLibre,Apple,iPhone13,,512,Blue,Yes,11590
Realme9Pro5G8128GBVerdeLibre,Realme,9Pro,8,128,Green,Yes,35259
AppleiPhone13512GBMedianocheLibre,Apple,iPhone13,,512,Black,Yes,12490
AppleiPhone13Mini512GBMedianocheLibre,Apple,iPhone13,,512,Black,Yes,11590
SamsungGalaxyA13A137332GBNegroLibre,Samsung,GalaxyA13,3,32,Black,Yes,16798
AppleiPhone11Pro256GBVerdeMedianocheLibre,Apple,11Pro,,256,Green,Yes,5170
AppleiPhoneXR128GBNegroLibre,Apple,iPhoneXR,,128,Black,Yes,39848
XiaomiRedmi9T464GBAzulLibre,Xiaomi,9T,4,64,Blue,Yes,1570
AppleiPhoneSE64GBMedianocheLibre,Apple,iPhoneSE,,64,Black,Yes,4390
XiaomiRedmi9AT232GBGrisGranitoLibre,Xiaomi,Redmi9AT,2,32,Gray,Yes,1390
AppleiPhone8Plus256GBGrisEspacialLibre,Apple,iPhone8,,256,Gray,Yes,2690
OnePlusNord2T5G12256GBGrisLibre,OnePlus,Nord,12,256,Gray,Yes,58736
POCOX5Pro5G8256GBAmarilloLibreCableUSBCaJack,POCO,X5Pro,8,256,Yellow,Yes,3689
XiaomiRedmi12C332GBAzulLibre,Xiaomi,Redmi12C,3,32,Blue,Yes,14999
GooglePixel68128GBCarbnLibre,Google,Pixel6,8,128,Black,Yes,69164
SamsungGalaxyZFold35G256GBNegroLibre,Samsung,GalaxyZFold3,,256,Black,Yes,11280
AppleiPhone12ProMax512GBPlataLibre,Apple,iPhone12,,512,Silver,Yes,80551
Xiaomi11Lite5GNE8128GBVerdeLibre,Xiaomi,11Lite,8,128,Green,Yes,43066
SamsungGalaxyS23UltraEnterpriseEdition256GBNegroLibre,Samsung,GalaxyS23,,256,Black,Yes,117519
XiaomiRedmiNote11S664GBAzulLibre,Xiaomi,RedmiNote11S,6,64,Blue,Yes,2490
SamsungGalaxyA225G4128GBBlancoLibre,Samsung,GalaxyA22,4,128,White,Yes,24901
HuaweiP40Pro5G8256GBPlataLibre,Huawei,P40,8,256,Silver,Yes,84229
XiaomiRedmiNote12Pro5G8128GBBlancoLibre,Xiaomi,RedmiNote12,8,128,White,Yes,39999
BlackShark4Pro12256GBNegroLibre,Xiaomi,Shark4,12,256,Black,Yes,62899
SamsungGalaxyA13332GBNegroLibre,Samsung,GalaxyA13,3,32,Black,Yes,1650
SamsungGalaxyS208128GBCloudPinkLibre,Samsung,GalaxyS20,8,128,Pink,Yes,2750
SamsungGalaxyZFold35G512GBPlataLibre,Samsung,GalaxyZFold3,,512,Silver,Yes,12040
SamsungGalaxyS208128GBCosmicGrayLibre,Samsung,GalaxyS20,8,128,Gray,Yes,4990
SamsungGalaxyS20FE6128GBLavandaLibre,Samsung,GalaxyS20,6,128,Blue,Yes,64067
XiaomiRedmiNote125G4128GBAzulLibre,Xiaomi,RedmiNote12,4,128,Blue,Yes,2099
AppleiPhone12ProMax512GBOroLibre,Apple,iPhone12,,512,Gold,Yes,83701
SamsungGalaxyA716128GBPrismCrushBlue,Samsung,GalaxyA71,6,128,Blue,No,20399
SamsungGalaxyS10eNegroLibre,Samsung,S10e,,,Black,Yes,50639
SamsungGalaxyA514128GBNegroLibre,Samsung,GalaxyA51,4,128,Black,Yes,52999
XiaomiRedmiNote11Pro5G8128GBAzulLibre,Xiaomi,11Pro,8,128,Blue,Yes,43908
AppleiPhone14ProMax1TBOroLibre,Apple,iPhone14,,1000,Gold,Yes,21190
AppleiPhoneSE64GBMedianocheLibre,Apple,iPhoneSE,,64,Black,Yes,4390
AppleiPhoneXS256GbDoradoLibre,Apple,iPhoneXS,,256,Gold,Yes,3680
POCOM5s4128GBAzulLibre,POCO,M5s,4,128,Blue,Yes,22998
RealmeC21Y464GBNegroLibre,Realme,C21Y,4,64,Black,Yes,1810
TCL30Plus4128GBNegroLibre,TCL,30,4,128,Black,Yes,20499
AppleiPhone14Pro1TBNegroEspacialLibre,Apple,iPhone14,,1000,Black,Yes,19690
SamsungGalaxyS225G128GBNegroLibreCargador25W,Samsung,GalaxyS22,,128,Black,Yes,8490
AppleiPhone11128GBMalvaLibre,Apple,iPhone11,,128,Purple,Yes,42901
MotorolaThinkPhone8256GBCarbonBlackLibre,Motorola,ThinkPhone,8,256,Gold,Yes,7990
TCL30SE4128GBGrisLibre,TCL,30SE,4,128,Gray,Yes,17499
CubotKingKong78128GBNegroLibre,Cubot,KingKong7,8,128,Black,Yes,2687
SamsungGalaxyM235G4128GBVerdeLibreVersinImportadaEU,Samsung,GalaxyM23,4,128,Green,Yes,21499
TCL403232GBMalvaLibre,TCL,403,2,32,Purple,Yes,8999
AppleiPhone12ProMax256GBOroLibre,Apple,iPhone12,,256,Gold,Yes,11000
AppleiPhone13Pro256GBPlataLibre,Apple,iPhone13,,256,Silver,Yes,12790
SamsungGalaxyS225G256GBVerdeLibre,Samsung,GalaxyS22,,256,Green,Yes,6810
SamsungGalaxyZFlip35G8256GBVioletaLibre,Samsung,GalaxyZFlip3,8,256,Purple,Yes,9910
SamsungGalaxyNote208256GBMysticBronzeLibre,Samsung,GalaxyNote20,8,256,Bronze,Yes,113166
AppleiPhoneXSMax256GbDoradoLibre,Apple,iPhoneXS,,256,Gold,Yes,3890
BlackShark4Pro8128GBNegroLibre,Xiaomi,Shark4,8,128,Black,Yes,52219
OnePlus7Pro12GB256GBAzulLibre,OnePlus,7,,12,Blue,Yes,9290
SamsungGalaxyA535G8256GBNegroLibre,Samsung,GalaxyA53,8,256,Black,Yes,5180
SamsungGalaxyZFold412256GBVerdeLibre,Samsung,GalaxyZFold4,12,256,Green,Yes,17990
AppleiPhone13ProMax128GBVerdeAlpinoLibre,Apple,iPhone13,,128,Green,Yes,12590
POCOM5s464GBBlancoLibre,POCO,M5s,4,64,White,Yes,2100
SamsungGalaxyA135GA136464GBNegroLibre,Samsung,GalaxyA13,4,64,Black,Yes,29436
SamsungGalaxyS215G256GBVioletaLibre,Samsung,GalaxyS21,,256,Purple,Yes,3720
SamsungGalaxyA13464GBBlancoLibre,Samsung,GalaxyA13,4,64,White,Yes,17695
SamsungGalaxyZFlip48256GBLilaLibre,Samsung,GalaxyZFlip4,8,256,Purple,Yes,10297
NothingPhone18256GBBlancoLibre,Nothing,Phone1,8,256,White,Yes,7015
POCOM4Pro6128GBNegroLibre,POCO,M4,6,128,Black,Yes,27576
SamsungGalaxyS225G128GBRosaDoradoLibreVersinImportadaEU,Samsung,GalaxyS22,,128,Pink,Yes,80177
XiaomiMi115G8256GBGrisLibre,Xiaomi,Mi11,8,256,Gray,Yes,5240
XiaomiRedmi9C4128GBVerdeLibre,Xiaomi,Redmi9C,4,128,Green,Yes,19626
XiaomiMi9664GBNegroLibre,Xiaomi,Mi9,6,64,Black,Yes,3990
Xiaomi1312256GBBlancoLibre,Xiaomi,13,12,256,White,Yes,109999
AppleiPhone8Plus64GBGrisEspacialLibre,Apple,iPhone8,,64,Gray,Yes,1890
SamsungGalaxyS10128GbNegroPrismaLibre,Samsung,S10,,128,Black,Yes,56369
SamsungGalaxyS10eVerdeLibre,Samsung,S10e,,,Green,Yes,1990
CubotP606128GBBlancoLibre,Cubot,P60,6,128,White,Yes,15995
SamsungGalaxyS20Ultra12128GB5GCosmicBlackLibre,Samsung,GalaxyS20,12,128,Black,Yes,3680
XiaomiRedmi9AT232GBAzulLibre,Xiaomi,Redmi9AT,2,32,Blue,Yes,1353
realme7Pro8128GBPlataLibre,Realme,7,8,128,Silver,Yes,2390
NokiaG11332GBCarbnLibre,Nokia,G11,3,32,Black,Yes,11101
SamsungGalaxyA325G464GBNegroLibreVersinImportadaEU,Samsung,GalaxyA32,4,64,Black,Yes,25472
MotorolaEdge20Lite8128GBVerdeLibre,Motorola,Edge20,8,128,Green,Yes,23501
Realme9i464GBAzulLibre,Realme,9i,4,64,Blue,Yes,23259
SamsungGalaxyS20Plus12128GB5GCloudBlueLibre,Samsung,GalaxyS20,12,128,Blue,Yes,79695
POCOX4GT8256GB5GNegroLibre,POCO,X4,8,256,Black,Yes,42999
SamsungGalaxyA504128GBAzulLibre,Samsung,GalaxyA50,4,128,Blue,Yes,1550
SamsungGalaxyA716128GBPrismCrushBlack,Samsung,GalaxyA71,6,128,Black,No,54337
SamsungGalaxyS23Ultra256GBVerdeLibre,Samsung,GalaxyS23,,256,Green,Yes,10840
SamsungGalaxyXCover6Pro6128GBNegroLibreVersinImportadaEU,Samsung,GalaxyXCover6,6,128,Black,Yes,62371
ZTEBladeA31Plus232GBAzulLibre,ZTE,BladeA31,2,32,Blue,Yes,849
SamsungGalaxyS215G128GBGrisLibre,Samsung,GalaxyS21,,128,Gray,Yes,63523
SPCSmartUltimate364GBNegroLibre,SPC,SmartUltimate,3,64,Black,Yes,10995
UlefoneArmor8Pro8128GBRojoLibre,Ulefone,Armor8,8,128,Red,Yes,19999
CubotX7012256GBTechBlackLibre,Cubot,X70,12,256,Black,Yes,24995
SamsungGalaxyA235G4128GBBlancoLibreVersinImportadaEU,Samsung,GalaxyA23,4,128,White,Yes,24901
SamsungGalaxyS2012128GB5GCosmicGrayLibre,Samsung,GalaxyS20,12,128,Gray,Yes,70109
XiaomiRedmiNote11Pro5G6128GBGrisLibre,Xiaomi,11Pro,6,128,Gray,Yes,28347
SamsungGalaxyS20Ultra12128GB5GCosmicGrayLibre,Samsung,GalaxyS20,12,128,Gray,Yes,6370
XiaomiMi10TLite5G6128GBGrisLibre,Xiaomi,Mi10T,6,128,Gray,Yes,2030
HuaweiP306128GBAuroraLibre,Huawei,P30,6,128,Blue,Yes,23998
CubotKingKong5Pro464GBNegroNaranjaLibre,Cubot,KingKong5,4,64,Orange,Yes,20634
SamsungGalaxyA716128GBPrismCrushSilver,Samsung,GalaxyA71,6,128,Silver,No,20399
XiaomiRedmiNote10S664GBGrisLibre,Xiaomi,Note10S,6,64,Gray,Yes,2583
SamsungGalaxyNote10Plus256GBNegroLibre,Samsung,GalaxyNote10,,256,Black,Yes,81078
SamsungGalaxyA13A137464GBNegroLibreVersinImportadaEU,Samsung,GalaxyA13,4,64,Black,Yes,18488
TCL305i232GBAzulLibre,TCL,305i,2,32,Blue,Yes,841
AppleiPhone12256GBNegroLibre,Apple,iPhone12,,256,Black,Yes,9790
SamsungGalaxyS21FE5G8256GBVerdeLibre,Samsung,GalaxyS21,8,256,Green,Yes,6490
OppoFindX3Neo12256GBPlataLibre,OPPO,X3,12,256,Silver,Yes,8190
